"density","pH","sulphates","alcohol","quality","Wine_ID"
"0.99807","2.9","0.41","8.8","8","4341"
"0.99788","3","0.62","10.03333333","6","4342"
"0.99108","3.4","0.69","11.3","6","4343"
"0.99234","3.4","0.58","10.4","6","4344"
"0.99288","3","0.43","9.2","6","4345"
"0.99195","3.1","0.54","11.1","6","4346"
"0.99288","3","0.43","9.2","6","4347"
"0.99121","3","0.56","11.3","7","4348"
"0.99839","3","0.47","9.1","6","4349"
"0.99738","3","0.57","9.4","5","4350"
"0.98963","2.8","0.59","13.2","6","4351"
"0.98946","3.2","0.38","12.7","6","4352"
"0.99178","3.2","0.47","10.7","5","4353"
"0.99136","3.1","0.42","11.43333333","6","4354"
"0.99323","3.3","0.45","11.1","6","4355"
"0.98946","3.2","0.38","12.7","6","4356"
"0.99313","3.3","0.51","10.53333333","5","4357"
"0.9912","3.3","0.52","11.6","6","4358"
"0.99504","3.2","0.48","9.533333333","5","4359"
"0.99461","3.2","0.44","9.8","6","4360"
"0.99178","3.2","0.47","10.7","5","4361"
"0.99008","3.2","0.65","12","6","4362"
"0.98959","3.1","0.37","12.8","6","4363"
"0.99663","3.1","0.4","9.5","5","4364"
"0.99334","3","0.34","10.93333333","6","4365"
"0.99561","2.9","0.41","9.1","5","4366"
"0.98959","3.3","0.42","12.6","6","4367"
"0.99663","3.1","0.4","9.5","5","4368"
"0.99418","3","0.3","10.9","6","4369"
"0.99334","3","0.34","10.93333333","6","4370"
"0.9937","3","0.44","9.6","5","4371"
"0.99372","3.2","0.56","9.3","5","4372"
"0.99157","3.1","0.37","11.36666667","6","4373"
"0.98918","3.1","0.44","12.5","6","4374"
"0.9932","3.2","0.5","9.5","5","4375"
"0.99235","3.2","0.54","11","6","4376"
"0.99373","3","0.53","9.4","5","4377"
"0.9914","3.2","0.76","11.33333333","6","4378"
"0.99494","2.9","0.51","8.8","5","4379"
"0.99373","3","0.53","9.4","5","4380"
"0.99332","3.3","0.5","11.06666667","6","4381"
"0.99198","3.2","0.49","12.2","6","4382"
"0.99142","3.2","0.53","11","6","4383"
"0.9914","3.2","0.76","11.33333333","6","4384"
"0.99542","3.2","0.48","9.5","5","4385"
"0.99542","3.2","0.48","9.5","5","4386"
"0.9924","3.3","0.52","11","6","4387"
"0.99112","3.1","0.75","11.2","6","4388"
"0.99534","3.1","0.36","9.3","6","4389"
"0.99338","3.1","0.31","10.8","4","4390"
"0.99804","3.1","0.51","9.2","5","4391"
"0.99899","3.3","0.77","9.4","5","4392"
"0.99804","3.1","0.51","9.2","5","4393"
"0.99724","3.3","0.35","10.5","6","4394"
"0.99526","3.3","0.35","10.8","6","4395"
"0.99676","3.1","0.67","9.4","5","4396"
"0.99699","3.1","0.6","9.8","5","4397"
"0.99699","3.1","0.6","9.8","5","4398"
"0.99699","3.1","0.6","9.8","5","4399"
"0.99676","3.1","0.67","9.4","5","4400"
"0.99699","3.1","0.6","9.8","5","4401"
"0.99461","3","0.96","12.1","6","4402"
"0.99116","3.2","0.41","12.3","6","4403"
"0.99362","3.2","0.42","9.733333333","5","4404"
"0.99512","3.2","0.36","9.4","5","4405"
"0.99512","3.2","0.36","9.4","5","4406"
"0.9895","3.2","0.36","12.8","7","4407"
"0.99043","2.9","0.47","11.05","6","4408"
"0.99512","3.2","0.36","9.4","5","4409"
"0.9895","3.2","0.36","12.8","7","4410"
"0.99391","3.1","0.46","9.733333333","5","4411"
"0.98963","3.2","0.58","13.1","7","4412"
"0.99335","3","0.52","11.5","7","4413"
"0.98963","3.2","0.58","13.1","7","4414"
"0.99335","3","0.52","11.5","7","4415"
"0.99824","3.1","0.5","9.1","5","4416"
"0.99391","3.1","0.46","9.75","5","4417"
"0.9917","3.2","0.48","10.5","6","4418"
"0.99906","3.1","0.46","8.8","6","4419"
"0.99906","3.1","0.46","8.8","6","4420"
"0.99906","3.1","0.46","8.8","6","4421"
"0.99906","3.1","0.46","8.8","6","4422"
"0.9917","3.2","0.48","10.5","6","4423"
"0.9917","3.2","0.48","10.5","6","4424"
"0.99906","3.1","0.46","8.8","6","4425"
"0.99415","3.2","0.49","9.9","6","4426"
"0.99418","3.2","0.49","9.9","6","4427"
"0.99611","3.1","0.58","9.9","5","4428"
"0.99124","3.2","0.42","12.2","6","4429"
"0.99179","3.3","0.47","10.8","6","4430"
"0.99886","3","0.39","8.7","5","4431"
"0.98924","3.2","0.47","13.2","6","4432"
"0.99045","3.2","0.38","12.7","6","4433"
"0.9969","3.2","0.44","9.4","5","4434"
"0.99196","3.3","0.53","11.2","6","4435"
"0.99339","3.2","0.56","11.33333333","6","4436"
"0.99224","3.4","0.58","11.9","6","4437"
"0.99339","3.2","0.56","11.35","6","4438"
"0.99184","3.2","0.39","10.5","5","4439"
"0.99428","3.1","0.49","9.8","5","4440"
"0.99834","3.1","0.54","9.1","5","4441"
"0.98918","3.2","0.37","12.4","6","4442"
"0.99834","3.1","0.54","9.1","5","4443"
"0.99428","3.1","0.49","9.8","5","4444"
"0.99241","3.4","0.4","11.3","6","4445"
"0.99241","3.4","0.4","11.3","6","4446"
"0.98816","3.5","0.34","13.1","6","4447"
"0.98916","3","0.37","12.5","6","4448"
"0.99329","3.2","0.54","10.3","5","4449"
"0.99535","3.2","0.43","10.7","6","4450"
"0.99552","3.1","0.65","10.4","6","4451"
"0.99514","3.2","0.48","9.5","5","4452"
"0.99304","3.2","0.45","9.8","5","4453"
"0.98916","3","0.37","12.5","6","4454"
"0.9984","3","0.43","9.4","6","4455"
"0.99911","3.1","0.5","9","5","4456"
"0.99911","3.1","0.5","9","5","4457"
"0.99911","3.1","0.5","9","5","4458"
"0.98952","3.2","0.48","13","7","4459"
"0.99403","3.3","0.5","9.9","5","4460"
"0.9984","3","0.43","9.4","6","4461"
"0.99312","3.3","0.56","10.6","6","4462"
"0.98968","3.2","0.47","13.4","6","4463"
"0.98946","3.1","0.35","12.5","6","4464"
"0.9981","3.1","0.49","9.3","5","4465"
"0.9981","3.1","0.49","9.3","5","4466"
"0.99306","3.4","0.52","11","5","4467"
"0.99378","3.2","0.48","10.3","5","4468"
"0.99036","3.2","0.57","11.3","6","4469"
"0.99094","3","0.63","10.9","6","4470"
"0.9908","3.8","0.49","11.3","6","4471"
"0.9899","3.4","0.47","12.1","6","4472"
"0.99173","3.2","0.65","11.1","5","4473"
"0.99356","3.1","0.63","9.8","5","4474"
"0.99571","3.2","0.45","10.1","6","4475"
"0.98945","3.3","0.58","12.4","6","4476"
"0.98865","3.1","0.52","12.7","6","4477"
"0.99514","3.1","0.5","9.6","5","4478"
"0.99514","3.1","0.5","9.6","5","4479"
"0.9943","3.2","0.46","9.1","5","4480"
"0.99636","3.1","0.35","12.8","5","4481"
"0.99514","3.1","0.5","9.6","5","4482"
"0.98987","3.2","0.37","12.4","6","4483"
"0.99288","3.2","0.58","9.55","4","4484"
"0.9943","3.2","0.46","9.1","5","4485"
"0.99064","3.3","0.65","12.5","6","4486"
"0.99394","3.2","0.4","9.9","6","4487"
"0.99175","3.5","0.52","11.2","6","4488"
"0.98926","3.1","0.4","13","6","4489"
"0.98926","3.1","0.4","13","6","4490"
"0.99057","3.2","0.44","11.7","6","4491"
"0.98898","3","0.7","13.1","6","4492"
"0.9932","3.1","0.66","12","6","4493"
"0.9972","3.4","0.55","10.55","6","4494"
"0.9902","3","0.39","11.45","6","4495"
"0.9988","3.2","0.64","10.2","6","4496"
"0.9902","3","0.39","11.45","6","4497"
"0.9958","3.1","0.4","9.3","5","4498"
"0.9935","3.1","0.54","10.8","5","4499"
"0.9925","3.3","0.45","12.2","6","4500"
"0.992","3.2","0.55","11","6","4501"
"0.9986","3.4","0.54","10.4","6","4502"
"0.9914","3.1","0.51","11.4","6","4503"
"0.9909","3.3","0.72","14.05","7","4504"
"0.9943","3","0.42","10.7","5","4505"
"0.994","3.2","0.52","10.2","5","4506"
"0.9904","3.2","0.69","11.2","6","4507"
"0.99","3.4","0.51","12.33333333","5","4508"
"0.9902","3.2","0.38","11.5","4","4509"
"0.9925","3.1","0.55","9.5","5","4510"
"0.9886","3.2","0.56","13.4","6","4511"
"0.9898","3.4","0.4","12.5","6","4512"
"0.9898","3.4","0.4","12.5","6","4513"
"0.9904","3.1","0.42","11.2","6","4514"
"0.9964","3.2","0.5","8.8","5","4515"
"0.9908","3.1","0.59","11.2","6","4516"
"0.9899","3.2","0.48","12.7","6","4517"
"0.993","3","0.38","9.8","6","4518"
"0.9944","3.1","0.36","9.8","6","4519"
"0.9956","3.3","0.42","11.7","6","4520"
"0.9949","3.2","0.46","9.8","5","4521"
"0.9929","3.2","0.51","9.6","5","4522"
"0.9944","3.1","0.36","9.8","6","4523"
"0.9975","3.1","0.37","9.7","5","4524"
"0.995","3.2","0.38","10","6","4525"
"0.9956","3.3","0.42","11.7","6","4526"
"0.9946","3.3","0.38","12.3","6","4527"
"0.993","3","0.38","9.8","6","4528"
"0.9934","3","0.38","9","6","4529"
"0.9984","3.1","0.45","9.1","6","4530"
"0.9984","3.1","0.45","9.1","6","4531"
"0.9984","3.1","0.45","9.1","6","4532"
"0.9908","3.3","0.33","11.4","6","4533"
"0.9963","3.1","0.35","10.5","5","4534"
"0.98914","3.1","0.3","12.4","6","4535"
"0.9984","3.1","0.45","9.1","6","4536"
"0.9984","3.1","0.45","9.1","6","4537"
"0.9937","3.2","0.52","10.1","5","4538"
"0.993","3","0.39","10.9","6","4539"
"0.9956","3.1","0.35","11.05","5","4540"
"0.98963","3.3","0.58","12.75","6","4541"
"0.98961","3.4","0.37","12.7","6","4542"
"0.9948","3.1","0.54","11.1","5","4543"
"0.9948","3.1","0.54","11.1","5","4544"
"0.98963","3.3","0.58","12.75","6","4545"
"0.989315","3.2","0.31","13","6","4546"
"0.989435","3","0.61","12","6","4547"
"0.9899","3.4","0.35","11.5","6","4548"
"0.998275","3.4","0.6","10.5","5","4549"
"0.9948","3.1","0.54","11.1","5","4550"
"0.9914","3.1","0.46","11.1","6","4551"
"0.9915","3.1","0.47","11.1","6","4552"
"0.9924","3.2","0.73","13.1","6","4553"
"0.98963","3.3","0.58","12.75","6","4554"
"0.98961","3.4","0.37","12.7","6","4555"
"0.997","3.1","0.44","9.6","5","4556"
"0.9914","3.3","0.72","11.7","5","4557"
"0.997","3.2","0.59","9.7","6","4558"
"0.9944","3.4","0.59","10.9","6","4559"
"0.9958","3.3","0.54","10.7","7","4560"
"0.98889","3.3","0.54","13.8","6","4561"
"0.989465","3.1","0.48","12.15","6","4562"
"0.9954","3.5","0.42","10.8","7","4563"
"0.9947","3.4","0.34","10.7","7","4564"
"0.9912","3.2","0.48","10.8","7","4565"
"0.9965","3.7","0.55","10.8","5","4566"
"0.9948","3","0.49","12","5","4567"
"0.9965","3.7","0.55","10.8","5","4568"
"0.9925","3.2","0.44","12.2","6","4569"
"0.9936","3.2","0.55","9.4","6","4570"
"0.9898","3.3","0.4","11.4","6","4571"
"0.98948","3.4","0.38","12.5","7","4572"
"0.98823","3.2","0.46","13.05","7","4573"
"0.9896","3.1","0.4","12.4","6","4574"
"0.9908","3.1","0.56","12.9","7","4575"
"0.9906","3.3","0.59","12","7","4576"
"0.9904","3.2","0.38","11.3","5","4577"
"0.99754","3.2","0.49","10","6","4578"
"0.9898","3.4","0.64","11.8","7","4579"
"0.998365","3","0.69","9.4","6","4580"
"0.99837","3","0.66","8.8","6","4581"
"0.99125","3.5","0.43","11.1","6","4582"
"0.9943","3.1","1.01","10.5","6","4583"
"0.99488","2.9","0.49","9.3","6","4584"
"0.99034","3","0.54","11.4","6","4585"
"0.99322","3.4","0.64","11.8","6","4586"
"0.98895","3.3","0.36","12.4","6","4587"
"0.99457","3.1","0.36","11.6","6","4588"
"0.99304","3.3","0.58","11.1","5","4589"
"0.98895","3.3","0.36","12.4","6","4590"
"0.99331","3.2","0.49","11.1","6","4591"
"0.99435","3","0.55","11","6","4592"
"0.99122","3.1","0.46","12.2","6","4593"
"0.99544","3.2","0.56","11","6","4594"
"0.989","3.3","0.47","12.9","6","4595"
"0.99414","3.1","0.42","10.9","6","4596"
"0.99014","3.2","0.59","13.4","6","4597"
"0.99551","3.2","0.5","10.7","6","4598"
"0.99544","3.2","0.56","11","6","4599"
"0.9908","3.3","0.39","11.4","7","4600"
"0.9927","3","0.47","10.2","6","4601"
"0.99244","2.8","0.54","11","6","4602"
"0.99752","3.1","0.43","9.1","6","4603"
"0.99114","3.2","0.4","11","6","4604"
"0.99326","3.1","0.37","11.5","6","4605"
"0.9906","3.2","0.59","12","6","4606"
"0.993","3","0.58","11.2","5","4607"
"0.99479","3.1","0.39","11.2","6","4608"
"0.98942","2.9","0.69","12.6","7","4609"
"0.99036","3.1","0.4","11","4","4610"
"0.99201","3.2","0.48","10.8","6","4611"
"0.99184","3.3","0.48","10.9","5","4612"
"0.99441","3.2","0.49","9.8","5","4613"
"0.99442","3.2","0.48","9.8","5","4614"
"0.99474","2.9","0.49","9.5","5","4615"
"0.9916","3.3","0.47","11.26666667","7","4616"
"0.99198","3","0.62","10.8","5","4617"
"0.98949","3.4","0.77","13.4","7","4618"
"0.9916","3.3","0.47","11.3","7","4619"
"0.99556","3.2","0.48","8.9","5","4620"
"0.99151","3.1","0.42","11.2","6","4621"
"0.99158","3.2","0.52","11.5","7","4622"
"0.9902","3.3","0.55","13","7","4623"
"0.99204","3.4","0.73","12.6","6","4624"
"0.98988","3.3","0.52","13.1","6","4625"
"0.99344","3.1","0.48","11.2","5","4626"
"0.99394","3.4","0.49","11.7","6","4627"
"0.99153","3.2","0.5","10.9","6","4628"
"0.99153","3.2","0.5","10.9","6","4629"
"0.98981","3","0.45","11.6","7","4630"
"0.99524","3.2","0.53","10.4","7","4631"
"0.99221","3.2","0.58","10.9","7","4632"
"0.99394","3.4","0.49","11.7","6","4633"
"0.99318","3.2","0.64","10.8","6","4634"
"0.99366","3.1","0.59","11.2","6","4635"
"0.99494","3.3","0.49","10","6","4636"
"0.99212","3.3","0.57","10.56666667","5","4637"
"0.99018","3","0.64","11.73333333","6","4638"
"0.99212","3.3","0.57","10.6","5","4639"
"0.99596","3.3","0.54","10.5","6","4640"
"0.99018","3","0.64","11.75","6","4641"
"0.99094","3","0.63","11.4","6","4642"
"0.98968","3.4","0.43","12.4","7","4643"
"0.99392","3.2","0.5","10.1","6","4644"
"0.99024","3.1","0.47","12.3","6","4645"
"0.98774","3.3","0.32","13.1","7","4646"
"0.99094","3.3","0.55","10.65","7","4647"
"0.99044","3.4","0.48","11.4","7","4648"
"0.9938","3.1","0.57","9.3","5","4649"
"0.99432","3.4","0.44","10.2","5","4650"
"0.99432","3.4","0.44","10.2","5","4651"
"0.98966","3.3","0.58","13.1","7","4652"
"0.99309","3.2","0.5","9.6","5","4653"
"0.98868","3.1","0.47","12.8","7","4654"
"0.9937","3.1","0.59","10.96666667","7","4655"
"0.9937","3.1","0.59","10.96666667","7","4656"
"0.9937","3.1","0.59","10.96666667","7","4657"
"0.9937","3.1","0.59","11","7","4658"
"0.98975","3.2","0.47","13.4","6","4659"
"0.98984","2.9","0.48","11.2","6","4660"
"0.99063","3.3","0.63","12.4","6","4661"
"0.99168","3.1","0.47","11.2","5","4662"
"0.99272","3.1","0.41","12.4","6","4663"
"0.99362","3.3","0.58","10.13333333","7","4664"
"0.99365","3.3","0.58","10.13333333","7","4665"
"0.99272","3.1","0.41","12.4","6","4666"
"0.99642","3.2","0.44","9.1","5","4667"
"0.99365","3.3","0.58","10.15","7","4668"
"0.99362","3.3","0.58","10.15","7","4669"
"0.99134","3.5","0.44","11.5","5","4670"
"0.99732","3.1","0.54","8.9","6","4671"
"0.99212","3.5","0.46","10.46666667","5","4672"
"0.99212","3.5","0.46","10.46666667","5","4673"
"0.99161","3.3","0.51","11.8","7","4674"
"0.9912","3.4","0.58","11.63333333","7","4675"
"0.99332","3.3","0.62","10.6","6","4676"
"0.99636","3.2","0.52","9.6","6","4677"
"0.99161","3.3","0.51","11.8","7","4678"
"0.99732","3.1","0.54","8.9","6","4679"
"0.99212","3.5","0.46","10.5","5","4680"
"0.99271","3.2","0.39","10.2","4","4681"
"0.98845","3.3","0.33","13.1","6","4682"
"0.9899","3.1","0.31","11.8","6","4683"
"0.99004","3.1","0.37","12.2","6","4684"
"0.99097","3.4","0.44","11.45","6","4685"
"0.9966","3.2","0.49","10.5","5","4686"
"0.99271","3.2","0.39","10.2","4","4687"
"0.99666","2.9","0.36","9","6","4688"
"0.99666","2.9","0.36","9","6","4689"
"0.99666","2.9","0.36","9","6","4690"
"0.99666","2.9","0.36","9","6","4691"
"0.99954","2.9","0.52","9.1","7","4692"
"0.99414","3.4","0.54","8.8","5","4693"
"0.99666","2.9","0.36","9","6","4694"
"0.99954","2.9","0.52","9.1","7","4695"
"0.99188","3.1","0.65","12.9","7","4696"
"0.98926","3.2","0.96","13","6","4697"
"0.99188","3.1","0.65","12.9","7","4698"
"0.99334","3","0.46","9.2","6","4699"
"0.99659","3.1","0.56","9.8","5","4700"
"0.99659","3.1","0.56","9.8","5","4701"
"0.9948","3.3","0.38","10.1","6","4702"
"0.9948","3.3","0.38","10.1","6","4703"
"0.99074","3.3","0.42","10.9","7","4704"
"0.9955","3.2","0.51","9.6","6","4705"
"0.99474","3.4","0.37","10.4","6","4706"
"0.98966","3","0.3","11.8","7","4707"
"0.99564","3.4","0.38","10.8","6","4708"
"0.99246","3.3","0.57","10.6","6","4709"
"0.98984","3.4","0.5","12.7","6","4710"
"0.99031","3.3","0.43","12.2","7","4711"
"0.99564","3.4","0.38","10.8","6","4712"
"0.99474","3.4","0.37","10.4","6","4713"
"0.99216","3.3","0.47","11.1","6","4714"
"0.98966","3","0.3","11.8","7","4715"
"0.99512","3.3","0.31","10","6","4716"
"0.9909","3.1","0.59","10.8","6","4717"
"0.99132","3.3","0.4","10.3","6","4718"
"0.99378","3.2","0.48","9.9","6","4719"
"0.99512","3.3","0.31","10","6","4720"
"0.99044","3.1","0.56","12.25","5","4721"
"0.99521","3.3","0.52","10.2","6","4722"
"0.99489","3.1","0.5","9.4","6","4723"
"0.99495","3.2","0.46","9.7","6","4724"
"0.99521","3.3","0.52","10.2","6","4725"
"0.9954","3","0.65","10.4","6","4726"
"0.99121","3.5","0.74","12.2","6","4727"
"0.99489","3.1","0.5","9.4","6","4728"
"0.99478","3.1","0.4","10.6","6","4729"
"0.99346","3.3","0.47","10.7","5","4730"
"0.99331","3.2","0.49","11.85","5","4731"
"0.99321","3.3","0.46","11.7","6","4732"
"0.99321","3.3","0.46","11.7","6","4733"
"0.99218","3.6","0.44","10.15","6","4734"
"0.9898","3.3","0.44","11.63333333","6","4735"
"0.99144","3.2","0.54","10.8","6","4736"
"0.99143","3.2","0.54","10.8","6","4737"
"0.99234","3.3","0.26","12.3","7","4738"
"0.98972","3.4","0.66","12.5","6","4739"
"0.9898","3.3","0.44","11.65","6","4740"
"0.99308","3.2","0.49","9.6","5","4741"
"0.99218","3.2","0.46","10.9","6","4742"
"0.99215","3.2","0.46","10.8","6","4743"
"0.99185","3.3","0.44","11.2","5","4744"
"0.99438","3.7","0.57","10","5","4745"
"0.99314","3.4","0.64","10.5","3","4746"
"0.99542","2.9","0.46","9.1","6","4747"
"0.99428","3.2","0.49","10.5","6","4748"
"0.99943","3.1","0.61","9.3","5","4749"
"0.99946","3.1","0.62","9.3","6","4750"
"0.99185","3.3","0.44","11.2","5","4751"
"0.99472","3.1","0.62","10.6","6","4752"
"0.9891","3.2","0.64","12.1","7","4753"
"0.99076","3.4","0.77","12","6","4754"
"0.99632","3.2","0.5","9.7","6","4755"
"0.99","3.1","0.48","12.4","6","4756"
"0.98872","3.2","0.47","13.6","7","4757"
"0.98872","3.2","0.47","13.6","7","4758"
"0.99102","3","0.53","11.8","6","4759"
"0.99388","3.2","0.37","10","6","4760"
"0.99388","3.2","0.37","10","6","4761"
"0.99602","3.1","0.38","9.1","6","4762"
"0.99057","3.5","0.42","11.9","7","4763"
"0.99072","3.3","0.58","11.75","7","4764"
"0.99224","3.2","0.41","11.4","6","4765"
"0.98942","3.6","0.48","13","8","4766"
"0.99171","3.3","0.5","12.4","8","4767"
"0.99352","3.3","0.42","9.4","7","4768"
"0.99705","3.2","0.5","9.6","6","4769"
"0.99705","3.2","0.5","9.6","6","4770"
"0.99705","3.2","0.5","9.6","6","4771"
"0.99705","3.2","0.5","9.6","6","4772"
"0.99654","3.2","0.51","9.1","5","4773"
"0.98953","3.2","0.37","12","7","4774"
"0.99132","3.2","0.46","11.2","4","4775"
"0.99204","3.3","0.47","10.1","6","4776"
"0.99185","3.1","0.45","10.3","6","4777"
"0.98952","3.2","0.56","12.3","6","4778"
"0.99704","3","0.4","10.55","6","4779"
"0.99032","3.1","0.4","10.9","4","4780"
"0.99382","3.2","0.48","9.7","5","4781"
"0.99382","3.1","0.48","9.8","5","4782"
"0.9974","3","0.53","8.9","6","4783"
"0.9974","3","0.53","8.9","6","4784"
"0.99546","3","0.59","10.2","5","4785"
"0.99088","3","0.36","11.7","7","4786"
"0.98904","3.5","0.36","12.8","8","4787"
"0.989","3.6","0.36","12.8","8","4788"
"0.99546","3","0.59","10.2","5","4789"
"0.98758","3.2","0.39","13.55","6","4790"
"0.9901","3.1","0.38","11.6","6","4791"
"0.9974","3","0.53","8.9","6","4792"
"0.98981","3.5","0.92","13.8","6","4793"
"0.9952","3.2","0.5","9.4","6","4794"
"0.99519","3.2","0.49","9.4","5","4795"
"0.99142","3.2","0.55","10.7","7","4796"
"0.99142","3.2","0.55","10.7","7","4797"
"0.9897","3.3","0.5","12.3","6","4798"
"0.99684","3.2","0.43","10.3","5","4799"
"0.99445","3.1","0.42","10.4","6","4800"
"0.99051","3.3","0.45","11.6","7","4801"
"0.99142","3.2","0.55","10.7","7","4802"
"0.98986","3.4","0.33","12.8","8","4803"
"0.99189","3.2","0.53","11.9","7","4804"
"0.98934","3.2","0.35","12.1","4","4805"
"0.99449","3.2","0.41","9.2","6","4806"
"0.99566","2.9","0.62","9.5","6","4807"
"0.99252","2.9","0.57","11","6","4808"
"0.9959","3.2","0.5","10.9","5","4809"
"0.9924","3.2","0.62","10.4","6","4810"
"0.99482","3.4","0.52","9.1","5","4811"
"0.99103","3.3","0.62","11.4","6","4812"
"0.98946","3.4","0.43","11.4","7","4813"
"0.99212","3.1","0.45","9.7","5","4814"
"0.99052","3.2","0.67","12.4","6","4815"
"0.99026","3.2","0.94","13.7","7","4816"
"0.99516","2.9","0.43","10.6","6","4817"
"0.99128","3.2","0.63","11.2","6","4818"
"0.9891","3.2","0.95","13.13333333","6","4819"
"0.99052","3.2","0.67","12.4","6","4820"
"0.99212","3.1","0.45","9.7","5","4821"
"0.99176","3.2","0.45","11","6","4822"
"0.99162","3.2","0.45","11.3","6","4823"
"0.99193","3.2","0.46","12","7","4824"
"0.9967","3.2","0.47","9.2","5","4825"
"0.99462","3.5","0.57","10.7","6","4826"
"0.99462","3.5","0.57","10.7","6","4827"
"0.99058","3.1","0.76","11.4","6","4828"
"0.9967","3.2","0.47","9.2","5","4829"
"0.99258","3.1","0.43","12.1","7","4830"
"0.99138","3.2","0.35","11.1","6","4831"
"0.99271","3.3","0.43","9.7","6","4832"
"0.9917","3.2","0.36","10.7","5","4833"
"0.99126","3.5","0.58","10.9","6","4834"
"0.98986","3.4","0.56","12","7","4835"
"0.99154","3.5","0.56","10.6","6","4836"
"0.99642","3.1","0.49","9.6","5","4837"
"0.99154","3","0.42","13.1","6","4838"
"0.99313","3.4","0.51","11","6","4839"
"0.99125","3.5","0.4","11.6","4","4840"
"0.99318","3.3","0.35","11.95","7","4841"
"0.99099","3.4","0.62","11.1","6","4842"
"0.99004","3.2","0.36","11.5","6","4843"
"0.99093","3.2","0.4","11.3","5","4844"
"0.98924","3.3","0.34","11.9","6","4845"
"0.99336","3.2","0.6","9.5","5","4846"
"0.98944","3.3","0.46","12.2","6","4847"
"0.99022","3.4","0.4","12.2","7","4848"
"0.99146","3.1","0.56","11.1","6","4849"
"0.99488","3.1","0.48","9.6","5","4850"
"0.99146","3.1","0.56","11.1","6","4851"
"0.99488","3.1","0.48","9.6","5","4852"
"0.99176","3.3","0.73","11.4","5","4853"
"0.99001","3.3","0.62","11.4","5","4854"
"0.99005","3.1","0.59","12.06666667","6","4855"
"0.99755","2.9","0.46","9","6","4856"
"0.99755","2.9","0.46","9","6","4857"
"0.99444","3.1","0.42","11.4","6","4858"
"0.99502","3.1","0.45","9.6","5","4859"
"0.99222","3","0.37","11","6","4860"
"0.99224","3","0.38","11","6","4861"
"0.99067","3.2","0.56","11.2","6","4862"
"0.99069","3.3","0.47","11.55","6","4863"
"0.98936","3.2","0.5","13.3","7","4864"
"0.99266","3.3","0.47","9.633333333","5","4865"
"0.98822","3.1","0.46","13.6","6","4866"
"0.99138","3.3","0.55","11.2","6","4867"
