"fixed_acidity","volatile_acidity","citric_acid","residual_sugar","chlorides","free_sulfur_dioxide","total_sulfur_dioxide","Wine_ID"
"6.8","0.3","0.26","20.3","0.037","45","150","4108"
"6.7","0.28","0.42","3.5","0.035","43","105","4109"
"5","0.255","0.22","2.7","0.043","46","153","4110"
"7.6","0.4","0.27","1.2","0.053","23","193","4111"
"5.5","0.21","0.25","1.2","0.04","18","75","4112"
"6","0.2","0.25","2","0.041","30","95","4113"
"6.1","0.17","0.29","1.1","0.041","32","92","4114"
"7.5","0.21","0.29","1.5","0.046","35","107","4115"
"7.3","0.26","0.32","1.2","0.041","29","94","4116"
"6.2","0.35","0.2","18.1","0.069","33","158","4117"
"6.2","0.35","0.2","18.1","0.069","33","158","4118"
"6.5","0.43","0.31","3.6","0.046","19","143","4119"
"6.5","0.4","0.31","3.5","0.046","22","147","4120"
"7.4","0.28","0.5","12.1","0.049","48","122","4121"
"6.3","0.23","0.22","17.45","0.054","42","151","4122"
"6.2","0.34","0.25","12.1","0.059","33","171","4123"
"6.6","0.44","0.32","3","0.095","13","75","4124"
"6","0.13","0.36","1.6","0.052","23","72","4125"
"6.3","0.17","0.23","5.7","0.048","44","147","4126"
"6.3","0.18","0.22","5.6","0.047","45","147","4127"
"6.7","0.31","0.34","6.8","0.059","51","215","4128"
"6.6","0.33","0.32","15.6","0.054","62","227","4129"
"6.3","0.34","0.31","6","0.02","18","68","4130"
"6.8","0.29","0.32","1.8","0.032","18","130","4131"
"7.4","0.31","0.26","8.6","0.048","47","206","4132"
"7.4","0.31","0.26","8.6","0.048","47","206","4133"
"5.7","0.25","0.27","11.5","0.04","24","120","4134"
"6.8","0.27","0.28","7.8","0.038","26","89","4135"
"5.9","0.26","0.24","2.4","0.046","27","132","4136"
"5.9","0.65","0.23","5","0.035","20","128","4137"
"7.4","0.31","0.26","8.6","0.048","47","206","4138"
"6.6","0.23","0.32","1.5","0.041","8","72","4139"
"6.8","0.18","0.35","5.4","0.054","53","143","4140"
"6.8","0.28","0.29","11.9","0.052","51","149","4141"
"6.8","0.28","0.29","11.9","0.052","51","149","4142"
"5.9","0.27","0.27","9","0.051","43","136","4143"
"6.1","0.25","0.28","10","0.055","56","131","4144"
"6.8","0.28","0.29","11.9","0.052","51","149","4145"
"6.8","0.26","0.29","11.9","0.052","54","160","4146"
"7.1","0.13","0.29","15.5","0.064","56","115.5","4147"
"6.8","0.18","0.35","5.4","0.054","53","143","4148"
"6.2","0.2","0.25","15","0.055","8","120","4149"
"5.8","0.24","0.28","1.4","0.038","40","76","4150"
"7.6","0.48","0.31","9.4","0.046","6","194","4151"
"7.4","0.26","0.32","3.7","0.032","29","193","4152"
"6.2","0.2","0.25","15","0.055","8","120","4153"
"6.1","0.3","0.47","1.4","0.049","50","187","4154"
"6.2","0.32","0.5","6.5","0.048","61","186","4155"
"6.1","0.3","0.47","1.4","0.049","50","187","4156"
"6.3","0.34","0.52","6.3","0.047","63","186","4157"
"7.4","0.16","0.3","13.7","0.056","33","168","4158"
"7.4","0.16","0.3","13.7","0.056","33","168","4159"
"7.4","0.16","0.3","13.7","0.056","33","168","4160"
"7.4","0.16","0.3","13.7","0.056","33","168","4161"
"7.4","0.16","0.3","13.7","0.056","33","168","4162"
"7.4","0.16","0.3","13.7","0.056","33","168","4163"
"7.2","0.26","0.38","1.5","0.061","12","120","4164"
"7","0.31","0.35","1.6","0.063","13","119","4165"
"6.6","0.22","0.35","1.4","0.05","23","83","4166"
"5.8","0.23","0.31","3.5","0.044","35","158","4167"
"6.3","0.17","0.32","1","0.04","39","118","4168"
"6","0.19","0.26","1.4","0.039","30","104","4169"
"6.7","0.21","0.34","1.5","0.035","45","123","4170"
"7.4","0.16","0.3","13.7","0.056","33","168","4171"
"6.6","0.22","0.37","1.6","0.04","31","101","4172"
"6.8","0.34","0.27","5.2","0.06","14","169","4173"
"7.1","0.34","0.86","1.4","0.174","36","99","4174"
"6.3","0.24","0.22","11.9","0.05","65","179","4175"
"6.9","0.35","0.39","2.4","0.048","25","157","4176"
"6.8","0.24","0.33","3.2","0.049","68","161","4177"
"6.4","0.25","0.33","1.7","0.037","35","113","4178"
"5.8","0.19","0.33","4.2","0.038","49","133","4179"
"6.9","0.24","0.4","15.4","0.052","81","198","4180"
"6.5","0.31","0.61","13","0.053","31","123","4181"
"6.6","0.25","0.32","5.6","0.039","15","68","4182"
"7.5","0.38","0.56","9.7","0.055","15","170","4183"
"6.2","0.3","0.3","2.5","0.041","29","82","4184"
"6.4","0.33","0.28","4","0.04","24","81","4185"
"6.9","0.24","0.4","15.4","0.052","81","198","4186"
"7.6","0.27","0.32","1.2","0.043","23","72","4187"
"5.9","0.24","0.34","2","0.037","40","108","4188"
"5.3","0.33","0.3","1.2","0.048","25","119","4189"
"6.4","0.21","0.21","5.1","0.097","21","105","4190"
"7","0.22","0.3","1.4","0.04","14","63","4191"
"7.8","0.27","0.35","1.2","0.05","36","140","4192"
"6.7","0.2","0.24","6.5","0.044","28","100","4193"
"8.1","0.27","0.33","1.3","0.045","26","100","4194"
"6.7","0.2","0.24","6.5","0.044","28","100","4195"
"7.1","0.45","0.24","2.7","0.04","24","87","4196"
"5.8","0.22","0.29","1.3","0.036","25","68","4197"
"6.3","0.3","0.48","7.4","0.053","34","149","4198"
"7.9","0.36","0.53","12.9","0.049","63","139","4199"
"8.1","0.27","0.33","1.3","0.045","26","100","4200"
"8","0.24","0.33","1.2","0.044","28","101","4201"
"6.7","0.41","0.27","2.6","0.033","25","85","4202"
"6.7","0.24","0.31","2.3","0.044","37","113","4203"
"6.2","0.3","0.32","1.3","0.054","27","183","4204"
"6.9","0.26","0.38","10.5","0.044","33","139","4205"
"6.7","0.41","0.27","2.6","0.033","25","85","4206"
"5.9","0.32","0.2","14.4","0.05","29","144","4207"
"6.1","0.25","0.3","1.2","0.036","42","107","4208"
"5.6","0.23","0.29","3.1","0.023","19","89","4209"
"6.6","0.23","0.32","1.7","0.024","26","102","4210"
"6","0.17","0.21","6","0.05","26","134","4211"
"7.1","0.38","0.42","11.8","0.041","32","193","4212"
"6.6","0.31","0.37","6.2","0.052","13","164","4213"
"6.5","0.38","0.53","1.4","0.142","5","69","4214"
"7","0.44","0.24","12.1","0.056","68","210","4215"
"7","0.44","0.24","12.1","0.056","68","210","4216"
"7","0.44","0.24","12.1","0.056","68","210","4217"
"6.1","0.38","0.14","3.9","0.06","27","113","4218"
"8","0.33","0.32","4.6","0.041","31","180","4219"
"7","0.44","0.24","12.1","0.056","68","210","4220"
"6","0.19","0.29","1.2","0.046","29","92","4221"
"6.3","0.28","0.34","8.1","0.038","44","129","4222"
"6.1","0.38","0.14","3.9","0.06","27","113","4223"
"5.3","0.43","0.11","1.1","0.029","6","51","4224"
"5.4","0.22","0.35","6.5","0.029","26","87","4225"
"6.2","0.345","0.27","10.1","0.056","38","187","4226"
"5.6","0.255","0.57","10.7","0.056","66","171","4227"
"5.2","0.2","0.27","3.2","0.047","16","93","4228"
"6.2","0.29","0.23","12.4","0.048","33","201","4229"
"6.3","0.26","0.25","5.2","0.046","11","133","4230"
"6","0.22","0.23","5","0.045","10","122","4231"
"7.5","0.35","0.37","2.5","0.066","29","89","4232"
"6.6","0.39","0.28","9.2","0.036","10","92","4233"
"6.3","0.23","0.33","6.9","0.052","23","118","4234"
"6.3","0.22","0.3","2","0.05","23","120","4235"
"6.4","0.29","0.18","15","0.04","21","116","4236"
"6.4","0.29","0.18","15","0.04","21","116","4237"
"7.5","0.23","0.3","1.2","0.03","27","80","4238"
"6.4","0.29","0.18","15","0.04","21","116","4239"
"5.7","0.28","0.36","1.8","0.041","38","90","4240"
"6.5","0.26","0.24","10.8","0.042","47","130","4241"
"6.4","0.27","0.29","3.9","0.034","62","140","4242"
"5.9","0.22","0.29","4.2","0.037","69","144","4243"
"6.8","0.26","0.26","2","0.019","23.5","72","4244"
"7.6","0.36","0.48","13.5","0.038","44","116","4245"
"7.6","0.35","0.47","13.3","0.037","42","116","4246"
"5.7","0.18","0.26","2.2","0.023","21","95","4247"
"6.6","0.36","0.47","1.4","0.145","26","124","4248"
"5.9","0.14","0.2","1.6","0.04","26","114","4249"
"5.5","0.23","0.19","2.2","0.044","39","161","4250"
"6.7","0.11","0.26","14.8","0.053","44","95","4251"
"7","0.24","0.24","1.8","0.047","29","91","4252"
"6.7","0.11","0.26","14.8","0.053","44","95","4253"
"5.3","0.47","0.1","1.3","0.036","11","74","4254"
"7.5","0.29","0.24","9.9","0.058","25","115","4255"
"6","0.33","0.26","5.1","0.051","16","119","4256"
"6","0.33","0.26","5.1","0.051","16","119","4257"
"5.8","0.32","0.23","1.5","0.033","39","121","4258"
"5.8","0.3","0.23","1.5","0.034","37","121","4259"
"3.8","0.31","0.02","11.1","0.036","20","114","4260"
"6.2","0.36","0.22","5.25","0.038","44","145","4261"
"6","0.31","0.27","2.3","0.042","19","120","4262"
"6.9","0.52","0.54","7.9","0.036","23","169","4263"
"7","0.55","0.05","8","0.036","19","164","4264"
"5.8","0.2","0.16","1.4","0.042","44","99","4265"
"6.2","0.36","0.22","5.25","0.038","44","145","4266"
"6","0.31","0.27","2.3","0.042","19","120","4267"
"6","0.29","0.27","2.3","0.044","20","117","4268"
"5.7","0.22","0.29","3.5","0.04","27","146","4269"
"7.1","0.46","0.23","13.7","0.045","44","192","4270"
"6.6","0.21","0.3","9.9","0.041","64","174","4271"
"6.9","0.42","0.2","15.4","0.043","57","201","4272"
"5.7","0.22","0.2","16","0.044","41","113","4273"
"5.7","0.22","0.2","16","0.044","41","113","4274"
"5.7","0.22","0.2","16","0.044","41","113","4275"
"5.7","0.22","0.2","16","0.044","41","113","4276"
"5.2","0.31","0.2","2.4","0.027","27","117","4277"
"7.2","0.22","0.35","5.5","0.054","37","183","4278"
"5.6","0.18","0.29","2.3","0.04","5","47","4279"
"6.2","0.24","0.27","16.8","0.04","48","129","4280"
"5.7","0.22","0.2","16","0.044","41","113","4281"
"5.7","0.26","0.24","17.8","0.059","23","124","4282"
"5.7","0.26","0.24","17.8","0.059","23","124","4283"
"6","0.2","0.26","6.8","0.049","22","93","4284"
"6","0.2","0.26","6.8","0.049","22","93","4285"
"6","0.2","0.26","6.8","0.049","22","93","4286"
"6","0.2","0.26","6.8","0.049","22","93","4287"
"7.6","0.28","0.17","1.6","0.046","28","117","4288"
"7","0.2","0.33","4.7","0.03","25","76","4289"
"6.6","0.26","0.27","11.8","0.048","28","112","4290"
"5.7","0.26","0.24","17.8","0.059","23","124","4291"
"7.2","0.21","0.36","15.7","0.045","68","183","4292"
"6.9","0.22","0.32","5.8","0.041","20","119","4293"
"7.2","0.21","0.36","15.7","0.045","68","183","4294"
"7.4","0.22","0.28","9","0.046","22","121","4295"
"7.2","0.21","0.36","15.7","0.045","68","183","4296"
"6.9","0.22","0.32","5.8","0.041","20","119","4297"
"7","0.2","0.35","8.8","0.037","31","103","4298"
"5.6","0.26","0","10.2","0.038","13","111","4299"
"6.3","0.28","0.3","6.6","0.208","60","154","4300"
"6.4","0.29","0.3","6.5","0.209","62","156","4301"
"7.2","0.34","0.23","8.9","0.105","22","155","4302"
"7.1","0.39","0.39","11.1","0.034","25","204","4303"
"6.9","0.26","0.29","4.2","0.043","33","114","4304"
"6.1","0.24","0.25","1.6","0.044","24","115","4305"
"5.9","0.25","0.24","7.4","0.044","21","113","4306"
"6.1","0.24","0.27","11.5","0.05","51","133","4307"
"6.5","0.22","0.27","1.6","0.039","36","116","4308"
"6.2","0.26","0.29","2","0.036","16","87","4309"
"6.6","0.34","0.25","4.8","0.038","16","121","4310"
"5.6","0.225","0.24","9.8","0.054","59","140","4311"
"7.1","0.23","0.28","1.9","0.046","33","103","4312"
"6.9","0.26","0.29","4.2","0.043","33","114","4313"
"6.4","0.27","0.3","1.6","0.04","19","86","4314"
"6.3","0.41","0.22","7.3","0.035","23","117","4315"
"6.7","0.41","0.24","5.4","0.035","33","115","4316"
"7.2","0.585","0.2","10.4","0.086","17","94","4317"
"6.7","0.34","0.26","1.9","0.038","58","138","4318"
"6.3","0.41","0.22","7.3","0.035","23","117","4319"
"6.7","0.41","0.24","5.4","0.035","33","115","4320"
"6.4","0.26","0.35","7.7","0.056","45","191","4321"
"6.3","0.28","0.22","11.5","0.036","27","150","4322"
"7.4","0.16","0.33","1.2","0.042","47","121","4323"
"8.4","0.27","0.3","2.2","0.037","36","129","4324"
"5.9","0.2","0.28","1","0.043","45","100","4325"
"6.4","0.24","0.26","8.2","0.054","47","182","4326"
"7.4","0.38","0.34","8.3","0.052","44","168","4327"
"6.4","0.24","0.26","8.2","0.054","47","182","4328"
"6.4","0.42","0.19","9.3","0.043","28","145","4329"
"6.4","0.23","0.26","8.1","0.054","47","181","4330"
"6.4","0.24","0.26","8.2","0.054","47","182","4331"
"7.4","0.38","0.34","8.3","0.052","44","168","4332"
"7.3","0.19","0.27","13.9","0.057","45","155","4333"
"7.3","0.19","0.27","13.9","0.057","45","155","4334"
"7.3","0.19","0.27","13.9","0.057","45","155","4335"
"7.3","0.19","0.27","13.9","0.057","45","155","4336"
"7.3","0.19","0.27","13.9","0.057","45","155","4337"
"7.3","0.19","0.27","13.9","0.057","45","155","4338"
"7.3","0.19","0.27","13.9","0.057","45","155","4339"
"6.8","0.24","0.29","2","0.044","15","96","4340"
"7.3","0.19","0.27","13.9","0.057","45","155","4341"
"7.4","0.27","0.52","15.7","0.054","36","139","4342"
"5.7","0.28","0.35","1.2","0.052","39","141","4343"
"5.8","0.22","0.25","1.5","0.024","21","109","4344"
"6.7","0.27","0.69","1.2","0.176","36","106","4345"
"7.1","0.2","0.35","3.2","0.034","21","107","4346"
"6.7","0.27","0.69","1.2","0.176","36","106","4347"
"7.1","0.23","0.3","2.6","0.034","62","148","4348"
"7.6","0.31","0.52","13.2","0.042","61","148","4349"
"7.2","0.34","0.28","10.4","0.108","43","187","4350"
"7","0.36","0.25","5.7","0.015","14","73","4351"
"6.4","0.31","0.28","2.5","0.039","34","137","4352"
"7.3","0.28","0.35","1.6","0.054","31","148","4353"
"7.4","0.16","0.3","1.4","0.064","34","166","4354"
"6.4","0.31","0.27","7.4","0.049","48","169","4355"
"6.4","0.31","0.28","2.5","0.039","34","137","4356"
"6.2","0.29","0.29","5.6","0.046","35","178","4357"
"5.9","0.28","0.34","3.6","0.04","50","194","4358"
"6.5","0.23","0.2","7.5","0.05","44","179","4359"
"7.2","0.34","0.2","5.8","0.062","52","203","4360"
"7.3","0.28","0.35","1.6","0.054","31","148","4361"
"6.5","0.2","0.33","1.5","0.039","36","110","4362"
"6.2","0.24","0.27","2.9","0.039","30","123","4363"
"7.1","0.31","0.25","11.2","0.048","32","136","4364"
"6.4","0.29","0.21","9.65","0.041","36","119","4365"
"6.3","0.19","0.33","10.1","0.063","63","133","4366"
"5.9","0.29","0.28","3.2","0.035","16","117","4367"
"7.1","0.31","0.25","11.2","0.048","32","136","4368"
"6.5","0.3","0.28","11.45","0.041","29","109","4369"
"6.4","0.29","0.21","9.65","0.041","36","119","4370"
"6.5","0.22","0.19","4.5","0.096","16","115","4371"
"7","0.23","0.28","2.7","0.053","16","92","4372"
"7.1","0.23","0.23","3.5","0.038","23","112","4373"
"6.1","0.26","0.28","1.7","0.043","24","98","4374"
"6.4","0.35","0.21","2.1","0.051","46","171","4375"
"6","0.32","0.32","4.8","0.041","40","186","4376"
"6.1","0.34","0.21","5","0.042","17","133","4377"
"6.5","0.13","0.27","2.6","0.035","32","76","4378"
"6.5","0.315","0.2","6.6","0.041","9","126","4379"
"6.1","0.34","0.21","5","0.042","17","133","4380"
"5.7","0.31","0.29","7.3","0.05","33","143","4381"
"6.4","0.3","0.27","5","0.058","27","151","4382"
"7","0.24","0.26","1.7","0.041","31","110","4383"
"6.5","0.13","0.27","2.6","0.035","32","76","4384"
"6.4","0.26","0.21","8.2","0.05","51","182","4385"
"6.4","0.26","0.21","8.2","0.05","51","182","4386"
"6","0.27","0.31","5","0.043","54","170","4387"
"7.1","0.21","0.33","1.2","0.039","34","97","4388"
"6.7","0.26","0.29","7.1","0.036","28","100","4389"
"6.3","0.28","0.22","9.5","0.04","30","111","4390"
"6.2","0.25","0.44","15.8","0.057","39","167","4391"
"7.3","0.22","0.37","15.5","0.048","70","203","4392"
"6.2","0.25","0.44","15.8","0.057","39","167","4393"
"6.4","0.18","0.28","17.05","0.047","53","139","4394"
"6.3","0.2","0.26","12.7","0.046","60","143","4395"
"6.6","0.24","0.22","12.3","0.051","35","146","4396"
"7.4","0.27","0.26","11.8","0.053","55","173","4397"
"7.4","0.27","0.26","11.8","0.053","55","173","4398"
"7.4","0.27","0.26","11.8","0.053","55","173","4399"
"6.6","0.24","0.22","12.3","0.051","35","146","4400"
"7.4","0.27","0.26","11.8","0.053","55","173","4401"
"7.1","0.38","0.29","13.6","0.041","30","137","4402"
"6.8","0.43","0.26","5.2","0.043","40","176","4403"
"5.2","0.22","0.46","6.2","0.066","41","187","4404"
"5.9","0.29","0.16","7.9","0.044","48","197","4405"
"5.9","0.29","0.16","7.9","0.044","48","197","4406"
"6.3","0.29","0.29","3.3","0.037","32","140","4407"
"6.3","0.19","0.32","2.8","0.046","18","80","4408"
"5.7","0.29","0.16","7.9","0.044","48","197","4409"
"6.3","0.29","0.29","3.3","0.037","32","140","4410"
"5.7","0.24","0.47","6.3","0.069","35","182","4411"
"5.8","0.3","0.38","4.9","0.039","22","86","4412"
"7.1","0.27","0.27","10.4","0.041","26","114","4413"
"5.8","0.3","0.38","4.9","0.039","22","86","4414"
"7.1","0.27","0.27","10.4","0.041","26","114","4415"
"6.3","0.305","0.22","16","0.061","26","141","4416"
"5.7","0.24","0.47","6.3","0.069","35","182","4417"
"6.2","0.22","0.28","2.2","0.04","24","125","4418"
"6.6","0.22","0.23","17.3","0.047","37","118","4419"
"6.6","0.22","0.23","17.3","0.047","37","118","4420"
"6.6","0.22","0.23","17.3","0.047","37","118","4421"
"6.6","0.22","0.23","17.3","0.047","37","118","4422"
"6.2","0.22","0.28","2.2","0.04","24","125","4423"
"6.2","0.22","0.28","2.2","0.04","24","125","4424"
"6.6","0.22","0.23","17.3","0.047","37","118","4425"
"6.1","0.22","0.5","6.6","0.045","30","122","4426"
"6.2","0.21","0.52","6.5","0.047","28","123","4427"
"6.3","0.32","0.26","12.3","0.044","24","205","4428"
"6.9","0.44","0.27","5","0.038","33","166","4429"
"6.1","0.31","0.34","2.8","0.042","59.5","162","4430"
"8.1","0.36","0.59","13.6","0.051","60","134","4431"
"6.6","0.38","0.28","2.8","0.043","17","67","4432"
"6.7","0.24","0.26","5.4","0.03","15","94","4433"
"6.9","0.56","0.26","10.9","0.06","55","193","4434"
"7.2","0.24","0.24","1.7","0.045","18","161","4435"
"6.5","0.29","0.3","9.15","0.051","25","166","4436"
"6.7","0.28","0.28","4.5","0.051","14","92","4437"
"6.5","0.29","0.3","9.15","0.051","25","166","4438"
"6.1","0.21","0.19","1.4","0.046","51","131","4439"
"7.2","0.47","0.16","5.9","0.048","14","125","4440"
"6.7","0.34","0.31","16.4","0.051","20","146","4441"
"6.6","0.27","0.25","1.2","0.033","36","111","4442"
"6.7","0.34","0.31","16.4","0.051","20","146","4443"
"7.2","0.47","0.16","5.9","0.048","14","125","4444"
"5","0.35","0.25","7.8","0.031","24","116","4445"
"5","0.35","0.25","7.8","0.031","24","116","4446"
"4.4","0.46","0.1","2.8","0.024","31","111","4447"
"6.6","0.38","0.29","2.9","0.035","15","101","4448"
"7.3","0.3","0.25","2.5","0.045","32","122","4449"
"6.4","0.28","0.22","12.8","0.039","51","150","4450"
"6.9","0.29","0.25","12.2","0.04","29","136","4451"
"6.3","0.3","0.19","7.7","0.049","47","184","4452"
"6.3","0.39","0.22","2.8","0.048","53","173","4453"
"6.6","0.38","0.29","2.9","0.035","15","101","4454"
"6.6","0.18","0.26","17.3","0.051","17","149","4455"
"6","0.28","0.29","19.3","0.051","36","174","4456"
"6","0.28","0.29","19.3","0.051","36","174","4457"
"6","0.28","0.29","19.3","0.051","36","174","4458"
"6.6","0.35","0.26","2.7","0.045","19","129","4459"
"5.9","0.22","0.18","6.4","0.041","28","120","4460"
"6.6","0.18","0.26","17.3","0.051","17","149","4461"
"7.7","0.28","0.24","2.4","0.044","29","157","4462"
"7.1","0.42","0.2","2.8","0.038","28","109","4463"
"6.7","0.32","0.32","1.7","0.031","31","114","4464"
"6.6","0.26","0.56","15.4","0.053","32","141","4465"
"6.6","0.26","0.56","15.4","0.053","32","141","4466"
"6.2","0.32","0.24","4.1","0.051","34","149","4467"
"6.3","0.25","0.27","6.6","0.054","40","158","4468"
"6.2","0.21","0.24","1.2","0.051","31","95","4469"
"6.4","0.23","0.27","2.1","0.042","35","100","4470"
"4.7","0.145","0.29","1","0.042","35","90","4471"
"6.2","0.2","0.28","1.1","0.039","24","78","4472"
"7","0.28","0.28","1.4","0.039","12","83","4473"
"7.1","0.36","0.2","1.6","0.271","24","140","4474"
"5.7","0.25","0.22","9.8","0.049","50","125","4475"
"5.7","0.22","0.33","1.9","0.036","37","110","4476"
"6","0.2","0.38","1.3","0.034","37","104","4477"
"6.4","0.32","0.26","7.9","0.05","53","180","4478"
"6.4","0.32","0.26","7.9","0.05","53","180","4479"
"6","0.555","0.26","4.5","0.053","17","126","4480"
"5.9","0.22","0.45","22.6","0.12","55","122","4481"
"6.4","0.32","0.26","7.9","0.05","53","180","4482"
"6.2","0.3","0.33","3.5","0.037","37","155","4483"
"5.8","0.28","0.18","1.2","0.058","7","108","4484"
"5.8","0.555","0.26","4.5","0.053","17","126","4485"
"6.7","0.31","0.33","2","0.033","12","74","4486"
"6.4","0.15","0.25","7.8","0.05","13","68","4487"
"6.4","0.13","0.28","0.9","0.045","32","87","4488"
"6.7","0.48","0.49","2.9","0.03","28","122","4489"
"6.7","0.48","0.49","2.9","0.03","28","122","4490"
"5.8","0.3","0.33","3.5","0.033","25","116","4491"
"6.1","0.28","0.23","4.2","0.038","13","95","4492"
"6","0.19","0.37","9.7","0.032","17","50","4493"
"6.8","0.31","0.25","10.5","0.043","30","165","4494"
"7.5","0.24","0.29","1.1","0.046","34","84","4495"
"6.8","0.23","0.39","16.1","0.053","71","194","4496"
"7.5","0.24","0.29","1.1","0.046","34","84","4497"
